,ForwardingRatio,IngressEgressDelta,PDR,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
ForwardingRatio,1.0,-0.975897961585794,,-0.16979138466858398,-0.022826764745589184,0.04962620779744424,-0.02818092841597608,-0.00739868922301367
IngressEgressDelta,-0.975897961585794,1.0,-0.0503816849286049,0.33617976491943236,0.007038647388151077,0.1619621890590861,-0.10858165090708234,-0.0042029389666130516
PDR,,-0.0503816849286049,1.0,-0.1445889686989028,0.058721565288927025,-0.11799170737423029,0.6502747468727711,0.12215260410853905
RSSI_mean,-0.16979138466858398,0.33617976491943236,-0.1445889686989028,1.0,-0.05723374813764939,0.05997528550622483,0.0034270991019633426,-0.007619019961752337
RSSI_var,-0.022826764745589184,0.007038647388151077,0.058721565288927025,-0.05723374813764939,1.0,-0.10658530500180638,0.3124997196245905,-0.018758598954036712
RSSI_stability,0.04962620779744424,0.1619621890590861,-0.11799170737423029,0.05997528550622483,-0.10658530500180638,1.0,-0.2565409511093717,0.01580832377778812
RSSI_Hop_Diff,-0.02818092841597608,-0.10858165090708234,0.6502747468727711,0.0034270991019633426,0.3124997196245905,-0.2565409511093717,1.0,-0.005963799977196532
LatencyHopRatio,-0.00739868922301367,-0.0042029389666130516,0.12215260410853905,-0.007619019961752337,-0.018758598954036712,0.01580832377778812,-0.005963799977196532,1.0
