,ForwardingRatio,IngressEgressDelta,PDR,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
ForwardingRatio,1.0,-0.40489142851030346,0.1349448007721934,0.005757618657668422,0.21382048076625956,0.0848842039955606,0.1170204076801745,0.34537777248535284,0.6317589994026817
IngressEgressDelta,-0.40489142851030346,1.0,-0.005843593233689087,0.017116649208566714,0.18157545208799653,0.01339071928763572,0.013515455910461664,-0.013200473334816222,0.07857978655116234
PDR,0.1349448007721934,-0.005843593233689087,1.0,-0.01904076140047075,-0.05508417859501132,0.10268845342598283,0.19007412181514663,0.06864743247656128,0.3646732649761951
HopStabilityDuration,0.005757618657668422,0.017116649208566714,-0.01904076140047075,1.0,0.02880754033416596,0.04907929230671351,0.11370840144427051,0.012114185077197514,-0.003439588558737901
RSSI_mean,0.21382048076625956,0.18157545208799653,-0.05508417859501132,0.02880754033416596,1.0,-0.1655539980726312,0.09393719671298892,-0.029481053491226022,0.07133943698815144
RSSI_var,0.0848842039955606,0.01339071928763572,0.10268845342598283,0.04907929230671351,-0.1655539980726312,1.0,0.3004412731148297,0.13160831085184016,0.055144767998011525
RSSI_stability,0.1170204076801745,0.013515455910461664,0.19007412181514663,0.11370840144427051,0.09393719671298892,0.3004412731148297,1.0,-0.0573855957450277,0.036553946672010396
RSSI_Hop_Diff,0.34537777248535284,-0.013200473334816222,0.06864743247656128,0.012114185077197514,-0.029481053491226022,0.13160831085184016,-0.0573855957450277,1.0,0.36147871352391153
LatencyHopRatio,0.6317589994026817,0.07857978655116234,0.3646732649761951,-0.003439588558737901,0.07133943698815144,0.055144767998011525,0.036553946672010396,0.36147871352391153,1.0
