,ForwardingRatio,IngressEgressDelta,PDR,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
ForwardingRatio,1.0,-0.8996205505690196,-0.036140150175163845,-0.004733858625536107,-0.11934634162012515,-0.015327781491309138,0.019637816123488486,0.05839535578004583,0.012567799244890467
IngressEgressDelta,-0.8996205505690196,1.0,0.01856846454407278,0.015154025903998466,0.1527419873507991,0.012894212690611416,0.08942099717639686,-0.027264469652749382,0.009096853562843118
PDR,-0.036140150175163845,0.01856846454407278,1.0,-0.01904076140049172,-0.09061575970999619,0.01998142824095142,-0.0352013960285967,0.15638532387043366,0.04123512963951005
HopStabilityDuration,-0.004733858625536107,0.015154025903998466,-0.01904076140049172,1.0,0.028015760145731435,0.010690201566880775,0.14192691964772786,0.013670127260464219,0.003927961203936147
RSSI_mean,-0.11934634162012515,0.1527419873507991,-0.09061575970999619,0.028015760145731435,1.0,-0.08704998881469664,0.07586695751506028,-0.10302194903803966,0.004234217972867665
RSSI_var,-0.015327781491309138,0.012894212690611416,0.01998142824095142,0.010690201566880775,-0.08704998881469664,1.0,-0.06747866378128428,0.20660451303912136,-0.01037813517966024
RSSI_stability,0.019637816123488486,0.08942099717639686,-0.0352013960285967,0.14192691964772786,0.07586695751506028,-0.06747866378128428,1.0,-0.16383145384886968,0.0068135369541449066
RSSI_Hop_Diff,0.05839535578004583,-0.027264469652749382,0.15638532387043366,0.013670127260464219,-0.10302194903803966,0.20660451303912136,-0.16383145384886968,1.0,0.022880136799090105
LatencyHopRatio,0.012567799244890467,0.009096853562843118,0.04123512963951005,0.003927961203936147,0.004234217972867665,-0.01037813517966024,0.0068135369541449066,0.022880136799090105,1.0
