,ForwardingRatio,IngressEgressDelta,PDR,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
ForwardingRatio,1.0,-1.0,,,-0.3777269685612117,0.02658675651323318,0.3914419061444292,0.266247159346044,
IngressEgressDelta,-1.0,1.0,,0.005708170281821166,0.43870358008295335,0.008971729807723983,0.16141779734894476,-0.13127537861861424,
PDR,,,1.0,-0.012023482819890094,-0.31766291612072706,0.08808249794144042,0.16164201017343754,0.38158038360011076,
HopStabilityDuration,,0.005708170281821166,-0.012023482819890094,1.0,0.007753037312244244,-0.011618855387684549,-0.011787569019382285,0.01112955631381422,0.009106564286161243
RSSI_mean,-0.3777269685612117,0.43870358008295335,-0.31766291612072706,0.007753037312244244,1.0,-0.006997842974361898,-0.11941461986975241,-0.4483425359151942,-0.03790482704613064
RSSI_var,0.02658675651323318,0.008971729807723983,0.08808249794144042,-0.011618855387684549,-0.006997842974361898,1.0,0.17394023530047642,0.15662389176384972,-0.011252940341420442
RSSI_stability,0.3914419061444292,0.16141779734894476,0.16164201017343754,-0.011787569019382285,-0.11941461986975241,0.17394023530047642,1.0,0.06522318925306549,0.08058232905350371
RSSI_Hop_Diff,0.266247159346044,-0.13127537861861424,0.38158038360011076,0.01112955631381422,-0.4483425359151942,0.15662389176384972,0.06522318925306549,1.0,0.026339086410812066
LatencyHopRatio,,,,0.009106564286161243,-0.03790482704613064,-0.011252940341420442,0.08058232905350371,0.026339086410812066,1.0
