window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id,ForwardingRatio,IngressEgressDelta,ConsistencyScore,RetryRate,RSSI_mean,RSSI_var,RSSI_Hop_Diff,LatencyHopRatio,TunnelIntensity,TunnelBytes,TunnelLatency,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_stability,PDR,_pdr_clipped,Label,missing_firmware_fields,attack_type,topology,location,run_repeat
350,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.24,-64.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.6,0.24,7.600000000000001,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
355,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.4,0.24,7.800000000000004,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
360,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.0,0.0,-63.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.0,0.0,8.200000000000003,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
365,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.4,0.24,7.800000000000004,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
370,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.4,0.24,7.800000000000004,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
375,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.24,-64.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.6,0.24,7.600000000000001,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
380,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.8,0.16,-64.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.8,0.16,7.400000000000006,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
385,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.8,0.5599999999999999,-64.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-62.8,0.5599999999999999,8.400000000000006,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
390,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.6,0.24,-63.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-62.6,0.24,8.600000000000001,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
395,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.0,0.0,-63.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.0,0.0,8.200000000000003,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
400,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.8,0.5599999999999999,-64.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-62.8,0.5599999999999999,8.400000000000006,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
405,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.0,0.8,-64.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.0,0.8,8.200000000000003,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
410,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.4,0.24,7.800000000000004,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
415,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.8,0.16,-63.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-62.8,0.16,8.400000000000006,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
420,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.8,0.16,-63.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-62.8,0.16,8.400000000000006,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
425,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.2,0.16,-63.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-62.2,0.16,9.0,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
430,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.2,0.5599999999999999,-64.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.2,0.5599999999999999,8.0,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
435,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.24,-64.0,-63.0,0.0,False,0.0,False,0.0,False,0.0,0.0,,,,0.0,-63.6,0.24,7.600000000000001,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
440,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.24,-64.0,-63.0,0.0,False,2.0,False,2.0,False,2.0,2.0,,,,0.0,-63.6,0.24,7.600000000000001,,0.4,60.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
445,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.6,3.44,-64.0,-59.0,0.0,False,3.0,False,3.0,False,2.0,2.0,,,,0.0,-62.6,3.44,8.600000000000001,,0.6,90.0,,0.0,0,4.0,2.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
450,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.8,0.5599999999999999,-64.0,-62.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-62.8,0.5599999999999999,8.400000000000006,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
455,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.8,0.16,-63.0,-62.0,0.0,False,4.0,False,3.0,False,2.0,2.0,,,,0.0,-62.8,0.16,8.400000000000006,,0.6,90.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
460,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.4,0.24,7.800000000000004,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
465,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,5.0,False,5.0,False,2.0,2.0,,,,0.0,-63.4,0.24,7.800000000000004,,1.0,150.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
470,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.4,0.24,7.800000000000004,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
475,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.2,0.16,-64.0,-63.0,0.0,False,4.0,False,5.0,False,2.0,2.0,,,,0.0,-63.2,0.16,8.0,,1.0,150.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
480,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-64.2,0.96,-65.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-64.2,0.96,7.0,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
485,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-64.8,0.16,-65.0,-64.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-64.8,0.16,6.400000000000006,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
490,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-64.8,0.16,-65.0,-64.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-64.8,0.16,6.400000000000006,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
495,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.6399999999999999,-65.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.6,0.6399999999999999,7.600000000000001,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
500,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-64.0,0.4,-65.0,-63.0,0.0,False,3.0,False,3.0,False,2.0,2.0,,,,0.0,-64.0,0.4,7.200000000000003,,0.6,90.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
505,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-64.2,0.16,-65.0,-64.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-64.2,0.16,7.0,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
510,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-64.4,0.24,-65.0,-64.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-64.4,0.24,6.799999999999997,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
515,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.8,0.16,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.8,0.16,7.400000000000006,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
520,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.8,0.16,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.8,0.16,7.400000000000006,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
525,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.64,-64.0,-62.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.6,0.64,7.600000000000001,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
530,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.2,2.56,-63.0,-59.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-62.2,2.56,9.0,,0.8,120.0,,0.0,0,4.0,3.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
535,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.2,0.16,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.2,0.16,8.0,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
540,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-64.0,0.8,-65.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-64.0,0.8,7.200000000000003,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
545,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.2,0.16,-64.0,-63.0,0.0,False,5.0,False,5.0,False,2.0,2.0,,,,0.0,-63.2,0.16,8.0,,1.0,150.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
550,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.24,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.6,0.24,7.600000000000001,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
555,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-64.4,0.24,-65.0,-64.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-64.4,0.24,6.799999999999997,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
560,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.2,0.5599999999999999,-64.0,-62.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.2,0.5599999999999999,8.0,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
565,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.2,0.16,-64.0,-63.0,0.0,False,3.0,False,3.0,False,2.0,2.0,,,,0.0,-63.2,0.16,8.0,,0.6,90.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
570,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.24,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.6,0.24,7.600000000000001,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
575,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.6,0.24,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.6,0.24,7.600000000000001,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
580,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.4,0.24,7.800000000000004,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
585,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.0,0.4,-64.0,-62.0,0.0,False,3.0,False,3.0,False,2.0,2.0,,,,0.0,-63.0,0.4,8.200000000000003,,0.6,90.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
590,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.2,0.5599999999999999,-63.0,-61.0,0.0,False,3.0,False,3.0,False,2.0,2.0,,,,0.0,-62.2,0.5599999999999999,9.0,,0.6,90.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
595,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.8,0.16,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.8,0.16,7.400000000000006,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
600,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.4,0.24,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.4,0.24,7.800000000000004,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
605,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.0,0.0,-63.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.0,0.0,8.200000000000003,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
610,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.2,0.16,-64.0,-63.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-63.2,0.16,8.0,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
615,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.6,0.24,-63.0,-62.0,0.0,False,4.0,False,4.0,False,2.0,2.0,,,,0.0,-62.6,0.24,8.600000000000001,,0.8,120.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
620,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.8,0.16,-63.0,-62.0,0.0,False,3.0,False,3.0,False,2.0,2.0,,,,0.0,-62.8,0.16,8.400000000000006,,0.6,90.0,,0.0,0,4.0,4.0,,False,2.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
625,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-61.6,3.4400000000000004,-63.0,-58.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,-61.6,3.4400000000000004,9.6,,0.0,0.0,,0.0,0,4.0,2.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
630,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-63.0,0.4,-64.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,-63.0,0.4,8.200000000000003,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
635,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.0,0.0,-62.0,-62.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,-62.0,0.0,9.200000000000005,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
640,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-62.2,0.5599999999999999,-63.0,-61.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,-62.2,0.5599999999999999,9.0,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
645,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-60.8,2.56,-63.0,-59.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,-60.8,2.56,10.400000000000006,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
650,NODE_B0CBD8F33218,child_node5_linear_wormhole_r1_20260726_181939_telem.csv,wormhole_a,4.0,B4:BF:E9:34:ED:81,5,5,-61.8,0.16,-62.0,-61.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,-61.8,0.16,9.400000000000006,,0.0,0.0,,0.0,0,4.0,4.0,,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",wormhole,linear,unrecorded,1.0
