window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id,ForwardingRatio,IngressEgressDelta,ConsistencyScore,RetryRate,RSSI_mean,RSSI_var,RSSI_Hop_Diff,LatencyHopRatio,TunnelIntensity,TunnelBytes,TunnelLatency,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_stability,PDR,_pdr_clipped,Label,missing_firmware_fields,attack_type,topology,location,run_repeat
450,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
455,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
460,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
465,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
470,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
475,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
480,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
485,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
490,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
495,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
500,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
505,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
510,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
515,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
520,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
525,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
530,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
535,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,1.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
540,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,5.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
545,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
550,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
555,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
560,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
565,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
570,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
575,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
580,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
585,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
590,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
595,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
600,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
605,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
610,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
615,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
620,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
625,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
630,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
635,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
640,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
645,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
650,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
655,NODE_B0CBD8F33218,root_COM20_linear_blackhole_r1_20260915_032602_telem.csv,root,1.0,00:00:00:00:00:00,5,5,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,3.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
0,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-53.4,3.04,-55.0,-50.0,0.0,False,3.0,False,3.0,False,0.0,0.0,,,,0.0,-53.4,3.04,0.6000000000000014,,,,,0.0,0,4.0,2.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
5,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-54.6,0.24,-55.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-54.6,0.24,1.8000000000000045,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
10,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-53.6,0.24,-54.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.6,0.24,0.8000000000000043,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
15,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-54.0,0.0,-54.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-54.0,0.0,1.2000000000000028,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
20,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-53.8,0.16,-54.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.8,0.16,1.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
25,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-54.0,0.0,-54.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-54.0,0.0,1.2000000000000028,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
30,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-53.2,0.16,-54.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.2,0.16,0.4000000000000057,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
35,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-53.0,0.0,-53.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.0,0.0,0.2000000000000028,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
40,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-53.2,0.16,-54.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.2,0.16,0.4000000000000057,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
45,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-53.0,0.0,-53.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.0,0.0,0.2000000000000028,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
50,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.8,1.36,-54.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.8,1.36,0.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
55,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.0,1.2,-54.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.0,1.2,0.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
60,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-51.8,0.5599999999999999,-53.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-51.8,0.5599999999999999,1.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
65,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-51.0,0.0,-51.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-51.0,0.0,1.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
70,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-51.0,0.0,-51.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-51.0,0.0,1.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
75,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-51.0,0.0,-51.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-51.0,0.0,1.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
80,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.4,0.6399999999999999,-53.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.4,0.6399999999999999,0.3999999999999986,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
85,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-54.4,0.64,-56.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-54.4,0.64,1.6000000000000014,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
90,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-54.8,0.96,-56.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-54.8,0.96,2.0,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
95,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-53.0,1.2,-55.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.0,1.2,0.2000000000000028,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
100,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.4,0.24,-53.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.4,0.24,0.3999999999999986,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
105,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.0,0.0,-52.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.0,0.0,0.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
110,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.0,0.0,-52.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.0,0.0,0.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
115,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.0,0.0,-52.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.0,0.0,0.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
120,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.0,0.0,-52.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.0,0.0,0.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
125,NODE_F42DC973E618,child_COM26_linear_blackhole_r1_20260915_032509_telem.csv,victim,3.0,70:4B:CA:25:B7:69,5,5,-52.0,0.0,-52.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.0,0.0,0.7999999999999972,,,,,0.0,0,4.0,4.0,,,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore",blackhole,linear,home,1.0
