,RetryRate,PDR,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff
RetryRate,,,,,,,,,
PDR,,1.0,,,-0.006306075093181496,0.03962067447776256,0.007872281474262277,-0.025393567022485967,-0.07484634473963418
ParentSwitchRate,,,,,,,,,
LayerChangeCount,,,,,,,,,
HopStabilityDuration,,-0.006306075093181496,,,1.0,0.024982262666985142,0.00970229946491397,0.0946836918147081,0.010316923847637858
RSSI_mean,,0.03962067447776256,,,0.024982262666985142,1.0,-0.12397184852528831,0.12392684172224411,-0.46724152691064497
RSSI_var,,0.007872281474262277,,,0.00970229946491397,-0.12397184852528831,1.0,-0.7795921554186633,0.11443474742436524
RSSI_stability,,-0.025393567022485967,,,0.0946836918147081,0.12392684172224411,-0.7795921554186633,1.0,-0.11867989718256376
RSSI_Hop_Diff,,-0.07484634473963418,,,0.010316923847637858,-0.46724152691064497,0.11443474742436524,-0.11867989718256376,1.0
