,RetryRate,PDR,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff
RetryRate,,,,,,,,,
PDR,,1.0,,,0.25043866357525546,0.04926378312434719,-0.06609832611765024,0.11716436401267208,-0.04272979159074314
ParentSwitchRate,,,,,,,,,
LayerChangeCount,,,,,,,,,
HopStabilityDuration,,0.25043866357525546,,,1.0,-0.008325666383668943,-0.01209824335240257,0.2160483432012121,-0.013770629022367135
RSSI_mean,,0.04926378312434719,,,-0.008325666383668943,1.0,-0.5120493936035366,0.12072794247585726,-0.47767391417851723
RSSI_var,,-0.06609832611765024,,,-0.01209824335240257,-0.5120493936035366,1.0,-0.3796238200687278,0.4924428472796486
RSSI_stability,,0.11716436401267208,,,0.2160483432012121,0.12072794247585726,-0.3796238200687278,1.0,-0.13150434659666016
RSSI_Hop_Diff,,-0.04272979159074314,,,-0.013770629022367135,-0.47767391417851723,0.4924428472796486,-0.13150434659666016,1.0
