window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id,ForwardingRatio,IngressEgressDelta,ConsistencyScore,RetryRate,RSSI_mean,RSSI_var,RSSI_Hop_Diff,LatencyHopRatio,TunnelIntensity,TunnelBytes,TunnelLatency,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_stability,PDR,Label,missing_firmware_fields
365,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.4,0.24,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.4,0.24,1.0,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
370,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.6,0.64,-69,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.6,0.64,1.1999999999999886,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
375,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.6,0.24,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.6,0.24,1.1999999999999886,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
380,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.4,0.24,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.4,0.24,1.0,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
385,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.4,0.64,-68,-66,0,False,4,False,4,False,2,2,,,,0.0,-67.4,0.64,1.0,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
390,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.2,0.16,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.2,0.16,0.7999999999999972,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
395,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.0,0.0,-67,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.0,0.0,0.5999999999999943,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
400,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.0,0.0,-67,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.0,0.0,0.5999999999999943,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
405,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.2,0.16,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.2,0.16,0.7999999999999972,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
410,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.6,0.64,-68,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.6,0.64,0.19999999999998863,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
415,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.8,0.16,-67,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.8,0.16,0.3999999999999915,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
420,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.8,0.16,-67,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.8,0.16,0.3999999999999915,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
425,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.6,0.24,-67,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.6,0.24,0.19999999999998863,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
430,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.6,0.24,-67,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.6,0.24,0.19999999999998863,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
435,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.8,0.16,-67,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.8,0.16,0.3999999999999915,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
440,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.0,0.0,-67,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.0,0.0,0.5999999999999943,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
445,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.6,0.24,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.6,0.24,1.1999999999999886,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
450,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.2,0.16,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.2,0.16,0.7999999999999972,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
455,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.8,0.16,-67,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.8,0.16,0.3999999999999915,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
460,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.2,0.16,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.2,0.16,0.7999999999999972,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
465,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.6,0.24,-67,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.6,0.24,0.19999999999998863,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
470,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.0,0.0,-67,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.0,0.0,0.5999999999999943,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
475,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.4,0.64,-69,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.4,0.64,1.0,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
480,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.0,2.0,-70,-66,0,False,4,False,4,False,2,2,,,,0.0,-68.0,2.0,1.5999999999999943,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
485,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.8,0.16,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.8,0.16,1.3999999999999915,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
490,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.8,0.16,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.8,0.16,1.3999999999999915,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
495,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.6,0.64,-69,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.6,0.64,1.1999999999999886,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
500,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.0,0.0,-67,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.0,0.0,0.5999999999999943,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
505,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.4,0.24,-68,-67,0,False,5,False,5,False,2,2,,,,0.0,-67.4,0.24,1.0,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
510,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.2,0.16,-69,-68,0,False,4,False,4,False,2,2,,,,0.0,-68.2,0.16,1.7999999999999972,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
515,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.4,1.8399999999999999,-70,-67,0,False,4,False,4,False,2,2,,,,0.0,-68.4,1.8399999999999999,2.0,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
520,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.2,0.16,-67,-66,0,False,4,False,4,False,2,2,,,,0.0,-66.2,0.16,0.20000000000000284,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
525,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.0,1.6,-70,-67,0,False,4,False,4,False,2,2,,,,0.0,-68.0,1.6,1.5999999999999943,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
530,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.4,0.24,-68,-67,0,False,4,False,4,False,2,2,,,,0.0,-67.4,0.24,1.0,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
535,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.2,0.5599999999999999,-68,-66,0,False,4,False,4,False,2,2,,,,0.0,-67.2,0.5599999999999999,0.7999999999999972,,,,,0.0,0,4.0,4.0,,2,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
540,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.6,0.24,-67,-66,0,False,4,False,4,False,0,3,,,,0.0,-66.6,0.24,0.19999999999998863,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
545,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.2,0.16,-67,-66,0,False,3,False,3,False,0,3,,,,0.0,-66.2,0.16,0.20000000000000284,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
550,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.6,0.64,-68,-66,0,False,3,False,3,False,0,3,,,,0.0,-66.6,0.64,0.19999999999998863,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
555,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.8,0.5599999999999999,-69,-67,0,False,4,False,4,False,0,3,,,,0.0,-67.8,0.5599999999999999,1.3999999999999915,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
560,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.2,0.5599999999999999,-69,-67,0,False,4,False,4,False,0,3,,,,0.0,-68.2,0.5599999999999999,1.7999999999999972,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
565,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.2,0.16,-69,-68,0,False,4,False,4,False,0,3,,,,0.0,-68.2,0.16,1.7999999999999972,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
570,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.2,0.96,-70,-67,0,False,4,False,4,False,0,3,,,,0.0,-68.2,0.96,1.7999999999999972,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
575,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.8,0.5599999999999999,-69,-67,0,False,4,False,4,False,0,3,,,,0.0,-67.8,0.5599999999999999,1.3999999999999915,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
580,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.0,0.0,-67,-67,0,False,4,False,4,False,0,3,,,,0.0,-67.0,0.0,0.5999999999999943,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
585,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.6,0.24,-68,-67,0,False,4,False,4,False,0,3,,,,0.0,-67.6,0.24,1.1999999999999886,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
590,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.2,0.16,-68,-67,0,False,4,False,4,False,0,3,,,,0.0,-67.2,0.16,0.7999999999999972,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
595,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.8,0.16,-67,-66,0,False,4,False,4,False,0,3,,,,0.0,-66.8,0.16,0.3999999999999915,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
600,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-67.8,1.3599999999999999,-70,-67,0,False,4,False,4,False,0,3,,,,0.0,-67.8,1.3599999999999999,1.3999999999999915,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
605,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.6,0.64,-70,-68,0,False,4,False,4,False,0,3,,,,0.0,-68.6,0.64,2.1999999999999886,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
610,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-70.0,1.6,-72,-68,0,False,4,False,4,False,0,3,,,,0.0,-70.0,1.6,3.5999999999999943,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
615,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-69.2,0.5599999999999999,-70,-68,0,False,4,False,4,False,0,3,,,,0.0,-69.2,0.5599999999999999,2.799999999999997,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
620,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.4,0.24,-69,-68,0,False,4,False,4,False,0,3,,,,0.0,-68.4,0.24,2.0,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
625,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.4,0.24,-69,-68,0,False,4,False,4,False,0,3,,,,0.0,-68.4,0.24,2.0,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
630,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.0,0.0,-68,-68,0,False,4,False,4,False,0,3,,,,0.0,-68.0,0.0,1.5999999999999943,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
635,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.2,0.16,-69,-68,0,False,4,False,4,False,0,3,,,,0.0,-68.2,0.16,1.7999999999999972,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
640,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.8,1.3599999999999999,-69,-66,0,False,4,False,4,False,0,3,,,,0.0,-66.8,1.3599999999999999,0.3999999999999915,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
645,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-66.8,0.96,-68,-66,0,False,4,False,4,False,0,3,,,,0.0,-66.8,0.96,0.3999999999999915,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
650,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.2,2.5599999999999996,-70,-66,0,False,4,False,4,False,0,3,,,,0.0,-68.2,2.5599999999999996,1.7999999999999972,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
655,NODE_F42DC973E618,victim_COM21_linear_none_r1_20260714_080110_telem.csv,victim,2,B0:CB:D8:F3:32:19,5,5,-68.8,2.16,-71,-67,0,False,4,False,4,False,0,3,,,,0.0,-68.8,2.16,2.3999999999999915,,,,,0.0,0,4.0,4.0,,0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
