,PDR,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
PDR,1.0,-0.06532605053644958,0.03309293661820616,0.021376114327591247,-0.06572092960220166,
RSSI_mean,-0.06532605053644958,1.0,-0.3709502136072156,0.010341743010779364,-0.3333367474361806,-0.8054673844092972
RSSI_var,0.03309293661820616,-0.3709502136072156,1.0,0.21654289589173473,0.15600246968506234,0.2032369295320113
RSSI_stability,0.021376114327591247,0.010341743010779364,0.21654289589173473,1.0,-0.13302517125507612,0.05877315317783728
RSSI_Hop_Diff,-0.06572092960220166,-0.3333367474361806,0.15600246968506234,-0.13302517125507612,1.0,-0.11716587689594625
LatencyHopRatio,,-0.8054673844092972,0.2032369295320113,0.05877315317783728,-0.11716587689594625,1.0
