,PDR,ParentSwitchRate,HopChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
PDR,1.0,-0.0578115135956797,-0.0578115135956797,0.08271418206155727,-0.42325805784041276,0.127383788522368,0.061583454123117005,0.2203443568060138,-0.19850831613762104
ParentSwitchRate,-0.0578115135956797,1.0,0.925687678960922,-0.0792233815937774,-0.03516305628306068,-0.013323370402674523,-0.012529466804588996,0.043414772989404965,0.06700632209820721
HopChangeCount,-0.0578115135956797,0.925687678960922,1.0,-0.08572541760378474,-0.023746657395587182,-0.01637966729334739,-0.01705619328497103,0.04218863888518866,0.06700632209820721
HopStabilityDuration,0.08271418206155727,-0.0792233815937774,-0.08572541760378474,1.0,0.11261653566850743,0.07155783665380579,0.5901243420418137,0.13620475947037516,-0.5673227989697495
RSSI_mean,-0.42325805784041276,-0.03516305628306068,-0.023746657395587182,0.11261653566850743,1.0,0.08142259206998334,0.10981440234145605,0.374619296895111,-0.4992921360845474
RSSI_var,0.127383788522368,-0.013323370402674523,-0.01637966729334739,0.07155783665380579,0.08142259206998334,1.0,0.22132216493724935,0.3589891218797112,0.04185141634950864
RSSI_stability,0.061583454123117005,-0.012529466804588996,-0.01705619328497103,0.5901243420418137,0.10981440234145605,0.22132216493724935,1.0,0.10733462713940636,-0.5545192992118653
RSSI_Hop_Diff,0.2203443568060138,0.043414772989404965,0.04218863888518866,0.13620475947037516,0.374619296895111,0.3589891218797112,0.10733462713940636,1.0,-0.23775122855143938
LatencyHopRatio,-0.19850831613762104,0.06700632209820721,0.06700632209820721,-0.5673227989697495,-0.4992921360845474,0.04185141634950864,-0.5545192992118653,-0.23775122855143938,1.0
