,RetryRate,PDR,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff
RetryRate,1.0,-0.13688533721302404,,,0.030558364871893565,-0.37636969646471635,0.1600515442102361,0.035334598815595565,0.37725348166069655
PDR,-0.13688533721302404,1.0,,,-0.06406388549599452,0.4439155273773354,-0.02782930695748016,-0.07863229958396648,-0.3904727477655719
ParentSwitchRate,,,,,,,,,
LayerChangeCount,,,,,,,,,
HopStabilityDuration,0.030558364871893565,-0.06406388549599452,,,1.0,-0.03795632209353737,0.020098156641581356,0.8648284088740263,0.017912449462544226
RSSI_mean,-0.37636969646471635,0.4439155273773354,,,-0.03795632209353737,1.0,-0.5596093516497808,-0.043163059100806755,-0.9130391874812712
RSSI_var,0.1600515442102361,-0.02782930695748016,,,0.020098156641581356,-0.5596093516497808,1.0,-0.03318596774768847,0.5315510345969051
RSSI_stability,0.035334598815595565,-0.07863229958396648,,,0.8648284088740263,-0.043163059100806755,-0.03318596774768847,1.0,-0.0001283810501297527
RSSI_Hop_Diff,0.37725348166069655,-0.3904727477655719,,,0.017912449462544226,-0.9130391874812712,0.5315510345969051,-0.0001283810501297527,1.0
