,RetryRate,PDR,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff
RetryRate,1.0,-0.14241786596908837,,,0.030348108952935434,-0.27965071390589696,0.06758114179050259,0.035091480161305,0.41782632239415496
PDR,-0.14241786596908837,1.0,,,-0.05912380361531828,0.488509208964347,-0.08918040712918525,-0.07256882098907483,-0.4477773353599963
ParentSwitchRate,,,,,,,,,
LayerChangeCount,,,,,,,,,
HopStabilityDuration,0.030348108952935434,-0.05912380361531828,,,1.0,-0.0008650259254857069,0.023821053451915167,0.8648284088740265,0.02910603815916123
RSSI_mean,-0.27965071390589696,0.488509208964347,,,-0.0008650259254857069,1.0,-0.34025042373164843,0.01583995357304443,-0.7539097557651102
RSSI_var,0.06758114179050259,-0.08918040712918525,,,0.023821053451915167,-0.34025042373164843,1.0,-0.20637581355835904,0.29357260681958364
RSSI_stability,0.035091480161305,-0.07256882098907483,,,0.8648284088740265,0.01583995357304443,-0.20637581355835904,1.0,0.017812695200527365
RSSI_Hop_Diff,0.41782632239415496,-0.4477773353599963,,,0.02910603815916123,-0.7539097557651102,0.29357260681958364,0.017812695200527365,1.0
