,PDR,ParentSwitchRate,HopChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
PDR,1.0,-0.037837828709352775,-0.048402228817993144,-0.33387634192546867,-0.20747423302117998,-0.10430536659162734,-0.22023163515692068,0.06946549004803253,-0.09698333992456566
ParentSwitchRate,-0.037837828709352775,1.0,0.8395605669505222,-0.10855482317696562,0.0017261313933622433,-0.019895412206810906,-0.01729182757500322,,-0.019594417700075153
HopChangeCount,-0.048402228817993144,0.8395605669505222,1.0,-0.12863250108153093,0.0016743936598362752,-0.009761402536154972,0.0010408545032324476,0.019461842104238306,-0.03620956126721951
HopStabilityDuration,-0.33387634192546867,-0.10855482317696562,-0.12863250108153093,1.0,0.21775822434360964,0.14070470958155032,0.498595397785646,0.13078436703458324,-0.055815262602703496
RSSI_mean,-0.20747423302117998,0.0017261313933622433,0.0016743936598362752,0.21775822434360964,1.0,-0.1430988298230646,0.2820469892864964,-0.1680735120414456,0.27212181431308763
RSSI_var,-0.10430536659162734,-0.019895412206810906,-0.009761402536154972,0.14070470958155032,-0.1430988298230646,1.0,0.2841458585871002,0.1682657004920333,-0.03240356913204254
RSSI_stability,-0.22023163515692068,-0.01729182757500322,0.0010408545032324476,0.498595397785646,0.2820469892864964,0.2841458585871002,1.0,0.014049041807166221,-0.03575417124133055
RSSI_Hop_Diff,0.06946549004803253,,0.019461842104238306,0.13078436703458324,-0.1680735120414456,0.1682657004920333,0.014049041807166221,1.0,0.239127303012745
LatencyHopRatio,-0.09698333992456566,-0.019594417700075153,-0.03620956126721951,-0.055815262602703496,0.27212181431308763,-0.03240356913204254,-0.03575417124133055,0.239127303012745,1.0
