window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id
405,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-50.0,6.4,-53.0,-47.0,0.0,False,4.0,False,4.0,False,0.0,3.0
410,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-51.0,0.0,-51.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,3.0
415,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-51.2,0.16,-52.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,3.0
420,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-51.0,0.0,-51.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,3.0
425,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-51.0,0.0,-51.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,3.0
430,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-51.0,0.0,-51.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,3.0
435,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-50.8,0.16,-51.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,3.0
440,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-51.2,0.16,-52.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,3.0
445,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.2,1.3599999999999999,-54.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,3.0
450,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.8,0.16,-54.0,-53.0,0.0,False,5.0,False,5.0,False,0.0,3.0
455,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-55.2,6.160000000000001,-60.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,3.0
460,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-52.4,0.24,-53.0,-52.0,0.0,False,4.0,False,4.0,False,0.0,3.0
465,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-61.2,26.160000000000004,-68.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,3.0
470,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-55.4,77.03999999999999,-68.0,-47.0,0.0,False,4.0,False,4.0,False,0.0,3.0
475,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-66.0,5.2,-70.0,-63.0,0.0,False,4.0,False,4.0,False,0.0,3.0
480,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-63.8,29.360000000000003,-67.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,3.0
485,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-54.8,0.9599999999999997,-56.0,-53.0,0.0,False,2.0,False,2.0,False,0.0,3.0
490,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.0,0.8,-54.0,-52.0,0.0,False,3.0,False,3.0,False,0.0,3.0
495,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.4,0.6399999999999999,-55.0,-53.0,0.0,False,2.0,False,2.0,False,0.0,3.0
500,NODE_B0CBD8F33218,victim_COM21_tree_none_r1_20260715_013848_telem.csv,victim,2.0,F4:2D:C9:73:E6:19,5,5,-53.8,1.3599999999999999,-55.0,-52.0,0.0,False,1.0,False,1.0,False,0.0,3.0
