,RetryRate,PDR,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff
RetryRate,1.0,0.13769762740325608,0.3222165716193922,0.3222165716193922,-0.20128795631966107,-0.17718417691930619,0.23970359170904185,-0.1532150585227595,0.05187229245348386
PDR,0.13769762740325608,1.0,0.05963665836514858,0.05963665836514858,-0.0539250265780284,0.2802336121854652,-0.0743737551386098,0.0017645865228754296,0.2525632223375653
ParentSwitchRate,0.3222165716193922,0.05963665836514858,1.0,1.0,-0.5202209981430552,0.029321660598935474,0.06402775087589371,-0.10936168057440067,0.11110526325902347
LayerChangeCount,0.3222165716193922,0.05963665836514858,1.0,1.0,-0.5202209981430552,0.029321660598935474,0.06402775087589371,-0.10936168057440067,0.11110526325902347
HopStabilityDuration,-0.20128795631966107,-0.0539250265780284,-0.5202209981430552,-0.5202209981430552,1.0,-0.05481672132981039,0.0068921794512606955,0.2859089313643387,-0.2006764033718663
RSSI_mean,-0.17718417691930619,0.2802336121854652,0.029321660598935474,0.029321660598935474,-0.05481672132981039,1.0,-0.5708826510730669,0.23162796246621853,-0.38522418246554313
RSSI_var,0.23970359170904185,-0.0743737551386098,0.06402775087589371,0.06402775087589371,0.0068921794512606955,-0.5708826510730669,1.0,-0.6385081488173683,0.47860256254179667
RSSI_stability,-0.1532150585227595,0.0017645865228754296,-0.10936168057440067,-0.10936168057440067,0.2859089313643387,0.23162796246621853,-0.6385081488173683,1.0,-0.3195794041007336
RSSI_Hop_Diff,0.05187229245348386,0.2525632223375653,0.11110526325902347,0.11110526325902347,-0.2006764033718663,-0.38522418246554313,0.47860256254179667,-0.3195794041007336,1.0
