window_start,node_id,source_file,node_role,layer,parent_mac,n_samples_present,n_samples_expected,rssi_dbm_mean,rssi_dbm_var,rssi_dbm_min,rssi_dbm_max,retry_count_delta,retry_count_reset_detected,tx_count_delta,tx_count_reset_detected,probes_count_delta,probes_count_reset_detected,window_label,window_phase_id,ForwardingRatio,IngressEgressDelta,ConsistencyScore,RetryRate,RSSI_mean,RSSI_var,RSSI_Hop_Diff,LatencyHopRatio,TunnelIntensity,TunnelBytes,TunnelLatency,ParentSwitchRate,LayerChangeCount,HopStabilityDuration,RSSI_stability,PDR,_pdr_clipped,Label,missing_firmware_fields
240,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-54.0,0.0,-54.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-54.0,0.0,6.0,,0.0,0.0,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
245,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-53.2,0.16,-54.0,-53.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.2,0.16,6.799999999999997,,0.0,0.0,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
250,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-54.0,0.0,-54.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-54.0,0.0,6.0,,0.0,0.0,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
255,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-54.0,0.0,-54.0,-54.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-54.0,0.0,6.0,,0.0,0.0,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
260,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-53.0,2.4,-54.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.0,2.4,7.0,,0.0,0.0,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
265,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-52.4,2.64,-54.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.4,2.64,7.600000000000001,,0.0,0.0,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
270,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-53.4,1.44,-54.0,-51.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.4,1.44,6.600000000000001,,0.0,0.0,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
275,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-53.2,5.359999999999999,-56.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-53.2,5.359999999999999,6.799999999999997,,0.0,0.0,,0.0,0,4.0,2.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
280,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-52.6,1.8400000000000003,-54.0,-50.0,0.0,False,4.0,False,4.0,False,0.0,0.0,,,,0.0,-52.6,1.8400000000000003,7.399999999999999,,0.0,0.0,,0.0,0,4.0,4.0,1.0,True,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
285,NODE_B0CBD8F33218,victim_COM10_tree_wormhole_r1_20260708_234354_telem.csv,wormhole_b,2.0,B4:BF:E9:34:ED:81,5,5,-55.0,2.4,-56.0,-52.0,0.0,False,5.0,False,5.0,False,0.0,0.0,,,,0.0,-55.0,2.4,5.0,,0.0,0.0,,0.0,0,4.0,4.0,0.99999980000004,False,0.0,"ForwardingRatio,IngressEgressDelta,ConsistencyScore"
