,PDR,ParentSwitchRate,HopChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
PDR,1.0,0.011661012925686037,-0.01946643196578871,0.019855221885971008,-0.025810294406957555,0.00981006310153019,-0.01902857268393618,-0.004082579394853354,0.023673458585865687
ParentSwitchRate,0.011661012925686037,1.0,0.6789684816876896,-0.6800360741053046,-0.017741453528192574,0.014838204315271568,-0.01505278531675501,0.03233260960943913,-0.00040853550952564836
HopChangeCount,-0.01946643196578871,0.6789684816876896,1.0,-0.8779922551409359,-0.028279719362584027,0.009128093314875426,-0.000568119890494015,0.025069930635595882,-0.004616263450221939
HopStabilityDuration,0.019855221885971008,-0.6800360741053046,-0.8779922551409359,1.0,0.02168096863752687,-0.005213780249734645,0.028226846427596493,-0.039095304182717075,0.004277368531596255
RSSI_mean,-0.025810294406957555,-0.017741453528192574,-0.028279719362584027,0.02168096863752687,1.0,-0.10893093310995548,0.08984731442261959,-0.37756472381818895,0.013473339479538212
RSSI_var,0.00981006310153019,0.014838204315271568,0.009128093314875426,-0.005213780249734645,-0.10893093310995548,1.0,-0.08847498258765543,0.15496812610115618,0.008019007017712751
RSSI_stability,-0.01902857268393618,-0.01505278531675501,-0.000568119890494015,0.028226846427596493,0.08984731442261959,-0.08847498258765543,1.0,-0.11931562232199347,-0.006153358007579836
RSSI_Hop_Diff,-0.004082579394853354,0.03233260960943913,0.025069930635595882,-0.039095304182717075,-0.37756472381818895,0.15496812610115618,-0.11931562232199347,1.0,0.010783591053825469
LatencyHopRatio,0.023673458585865687,-0.00040853550952564836,-0.004616263450221939,0.004277368531596255,0.013473339479538212,0.008019007017712751,-0.006153358007579836,0.010783591053825469,1.0
