,PDR,ParentSwitchRate,HopChangeCount,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
PDR,1.0,0.01166101292568593,-0.019466431965788705,-0.03299176086212489,-0.01210222289424794,0.03828482132757192,-0.05044586936797428,-0.004006009514811778,0.19399049560738502
ParentSwitchRate,0.01166101292568593,1.0,0.6789684058174206,-0.06541975413214801,-0.018274872189937383,0.005286892158979583,-0.014466796929132528,0.012921739255136351,0.016834182990085173
HopChangeCount,-0.019466431965788705,0.6789684058174206,1.0,-0.09631006490778551,-0.028727862669254183,0.01597112299061566,0.014596804300016746,0.01242791183013573,0.003083007237386669
HopStabilityDuration,-0.03299176086212489,-0.06541975413214801,-0.09631006490778551,1.0,0.06357286867194244,0.18623977832981672,0.6119985331491744,-0.01811987074081676,0.06061407899282539
RSSI_mean,-0.01210222289424794,-0.018274872189937383,-0.028727862669254183,0.06357286867194244,1.0,-0.14139754794080886,0.11276349613695057,-0.18451821249886025,0.2051154446116675
RSSI_var,0.03828482132757192,0.005286892158979583,0.01597112299061566,0.18623977832981672,-0.14139754794080886,1.0,0.2629856839160293,0.14049968879459865,0.11375282075569951
RSSI_stability,-0.05044586936797428,-0.014466796929132528,0.014596804300016746,0.6119985331491744,0.11276349613695057,0.2629856839160293,1.0,-0.07980912073527419,0.01734429257617642
RSSI_Hop_Diff,-0.004006009514811778,0.012921739255136351,0.01242791183013573,-0.01811987074081676,-0.18451821249886025,0.14049968879459865,-0.07980912073527419,1.0,0.2708547155904563
LatencyHopRatio,0.19399049560738502,0.016834182990085173,0.003083007237386669,0.06061407899282539,0.2051154446116675,0.11375282075569951,0.01734429257617642,0.2708547155904563,1.0
