timestamp_us,node_id,role,layer,parent_mac,rssi_dbm,retry_count,tx_count,probes_count,phase_id,gt_label,recv_count,forward_count,drop_count
7019570,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,0,255,255,0,0,0
7362971,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,1,255,255,0,0,0
7364452,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,1,255,255,0,0,0
7364992,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,1,255,255,0,0,0
7419568,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,1,255,255,0,0,0
7520390,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,2,255,255,0,0,0
7619570,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,2,255,255,0,0,0
7719560,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,2,255,255,0,0,0
7819568,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,2,255,255,0,0,0
7919570,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,2,255,255,0,0,0
8019568,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,2,255,255,0,0,0
8119572,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,3,255,255,0,0,0
8219570,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,3,255,255,0,0,0
8320358,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,3,255,255,0,0,0
8419566,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,3,255,255,0,0,0
8519914,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,4,255,255,0,0,0
8619568,NODE_B0CBD8F33218,root,1,00:00:00:00:00:00,0,0,0,4,255,255,0,0,0
