,ForwardingRatio,IngressEgressDelta,PDR,HopStabilityDuration,RSSI_mean,RSSI_var,RSSI_stability,RSSI_Hop_Diff,LatencyHopRatio
ForwardingRatio,1.0,-0.6823722928543887,,-0.03833820106944388,-0.31187783833820376,0.18235532863144727,0.2158970426441421,0.3149504929442131,
IngressEgressDelta,-0.6823722928543887,1.0,,0.011791694333862911,0.01582780235075036,0.10980143143372952,0.05805870991913547,0.1858524627197994,
PDR,,,1.0,-0.028116077855776665,-0.029616962360133017,-0.021985873700208627,0.35727041830963213,-0.020119391997099317,
HopStabilityDuration,-0.03833820106944388,0.011791694333862911,-0.028116077855776665,1.0,-0.00365029732122188,0.0042437039302612115,0.03930704065435851,-0.019138233415330625,0.012654212670751506
RSSI_mean,-0.31187783833820376,0.01582780235075036,-0.029616962360133017,-0.00365029732122188,1.0,-0.3783364631072173,-0.06499925156974203,-0.5081093661382399,0.4877855784525561
RSSI_var,0.18235532863144727,0.10980143143372952,-0.021985873700208627,0.0042437039302612115,-0.3783364631072173,1.0,0.36673351999949866,0.324623136826529,-0.21403566763285942
RSSI_stability,0.2158970426441421,0.05805870991913547,0.35727041830963213,0.03930704065435851,-0.06499925156974203,0.36673351999949866,1.0,0.12354431589423806,0.1875372923220896
RSSI_Hop_Diff,0.3149504929442131,0.1858524627197994,-0.020119391997099317,-0.019138233415330625,-0.5081093661382399,0.324623136826529,0.12354431589423806,1.0,-0.3184490289221997
LatencyHopRatio,,,,0.012654212670751506,0.4877855784525561,-0.21403566763285942,0.1875372923220896,-0.3184490289221997,1.0
