t_anchor_s,nodes,status,unresolved_parents,max_layer,layers_agree,reason,run_id
-360.0,2,OK,0,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618",linear_blackhole_20260917_125131
-214.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-213.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-212.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-211.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-210.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-209.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-208.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-207.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-206.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-205.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-204.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-203.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-202.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-201.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-200.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-199.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-198.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-197.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-196.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-195.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-194.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-193.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-192.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-191.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-190.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-189.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-188.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-187.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-186.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-185.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-184.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-183.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-182.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-181.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-180.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-179.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-178.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-177.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-176.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-175.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-174.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-173.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-172.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-171.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-170.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-169.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-168.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-167.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-166.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-165.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-164.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-163.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-162.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-161.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-160.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-159.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-158.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-157.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-156.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-155.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-154.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-153.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-152.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-151.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-150.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-149.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-148.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-147.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-146.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-145.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-144.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-143.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-142.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-141.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-140.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-139.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-138.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-137.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-136.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-135.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-134.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-133.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-132.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-131.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-130.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-129.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-128.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-127.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-126.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-125.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-124.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-123.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-122.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-121.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-120.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-119.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-118.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-117.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-116.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-115.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-114.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-113.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-112.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-111.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-110.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-109.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-108.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-107.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-106.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-105.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-104.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-103.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-102.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-101.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-100.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-99.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-98.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-97.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-96.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-95.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-94.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-93.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-92.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-91.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-90.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-89.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-88.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-87.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-86.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-85.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-84.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-83.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-82.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-81.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-80.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-79.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-78.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-77.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-76.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-75.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-74.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-73.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-72.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-71.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-70.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-69.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-68.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-67.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-66.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-65.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-64.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
-63.0,3,WARN,1,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618; 1 node(s) not attached to the root",linear_blackhole_20260917_125131
