t_anchor_s,nodes,status,unresolved_parents,max_layer,layers_agree,reason,run_id
-360.0,2,OK,0,2,2/2,"chain of 2 node(s), NODE_B0CBD8F33218 .. NODE_F42DC973E618",linear_blackhole_20260917_125131
-279.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-278.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-277.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-276.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-275.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-274.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-273.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-272.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-271.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-270.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-269.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-268.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-267.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-266.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-265.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-264.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-263.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-262.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-261.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-260.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-259.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-258.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-257.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-256.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-255.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-254.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-253.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-252.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-251.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-250.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-249.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-248.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-247.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-246.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-245.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-244.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-243.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-242.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-241.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-240.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-239.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-238.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-237.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-236.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-235.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-234.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-233.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-232.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-231.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-230.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-229.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-228.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-227.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-226.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-225.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-224.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-223.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-222.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-221.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-220.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-219.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-218.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-217.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-216.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-215.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-214.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-213.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-212.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-211.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-210.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-209.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-208.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-207.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-206.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-205.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-204.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-203.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-202.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-201.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-200.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-199.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-198.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-197.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-196.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-195.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-194.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-193.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-192.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-191.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-190.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-189.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-188.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-187.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-186.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-185.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-184.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-183.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-182.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-181.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-180.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-179.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-178.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-177.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-176.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-175.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-174.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-173.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-172.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-171.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-170.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-169.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-168.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-167.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-166.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-165.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-164.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-163.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-162.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-161.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-160.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-159.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-158.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-157.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-156.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-155.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-154.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-153.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-152.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-151.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-150.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-149.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-148.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-147.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-146.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-145.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-144.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-143.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-142.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-141.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-140.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-139.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-138.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-137.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-136.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-135.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-134.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-133.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-132.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-131.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-130.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-129.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-128.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-127.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-126.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-125.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-124.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
-123.0,4,WARN,1,3,3/3,"chain of 3 node(s), NODE_B0CBD8F33218 .. NODE_2805A532D7B4; 1 node(s) not attached to the root",linear_blackhole_20260918_095950
